image_name| comment_number| comment
1499495021.jpg| 1| A man and a woman are standing on a shore while the man fishes in the choppy water .
1499495021.jpg| 2| A man is fishing in the ocean with a large woman walking to the left .
1499495021.jpg| 3| A man and woman fishing at the beach .
1499495021.jpg| 4| Man and woman fishing in the ocean .
1499554025.jpg| 0| Two light-colored female goats in an indoor arena with handlers dressed in white .
1499554025.jpg| 1| A group of females in white suits are in a petting zoo with two goats .
1499554025.jpg| 2| People dressed in all white are looking at some shaved lambs .
1499554025.jpg| 3| A group of people in white stand with white goats .
1499554025.jpg| 4| The people have some animals with them .
1499581619.jpg| 0| A man with a brown hooded jacket is kissing a girl with sunglasses .
1499581619.jpg| 1| A couple dressed in hoodies kissing on the beach .
1499581619.jpg| 2| A man and a woman share a kiss on the beach .
1499581619.jpg| 3| There is a couple kissing on the beach .
1499581619.jpg| 4| Two people kiss on the beach .
1499928560.jpg| 0| A woman in red uniform washing windows from outside of a building .
1499928560.jpg| 1| A woman is cleaning the windows of a building .
1499928560.jpg| 2| A cleaning lady at a mall is cleaning windows .
1499928560.jpg| 3| Woman cleaning the windows of a building .
1499928560.jpg| 4| Woman cleans windows in front of store .
1499929907.jpg| 0| A man in a white shirt and jeans , breakdancing in a city street with a crowd watching .
1499929907.jpg| 1| Street dancing on plastic while a large group of youth stand about and watch .
1499929907.jpg| 2| A crowd has gathered to watch a young man break-dance in the street .
1499929907.jpg| 3| A man is breakdancing and he has spectators .
1499929907.jpg| 4| A man breakdancing for a crowd of people
1500576335.jpg| 0| A UH football player , ,  15 , stands near the edge of the field ready to throw the ball while his teammate blocks an opponent .
1500576335.jpg| 1| A quarterback is looking to set up a pass from the end zone , while a teammate provides some blocking .
1500576335.jpg| 2| A football player blocks someone from the other team so his teammate can pass the ball down the field .
1500576335.jpg| 3| A quarterback is pressured to throw the ball as quickly as possible to avoid being sacked .
1500576335.jpg| 4| A quarterback is about to throw a pass from the end zone in a football game .
1500853305.jpg| 0| A little girl has her arms around a little boy standing on a wooden bridge in the woods .
1500853305.jpg| 1| A little girl hugs her brother on a footbridge in a forest .
1500853305.jpg| 2| Two little children are on a wooden bridge in the woods .
1500853305.jpg| 3| A girl and a boy hugging on a bridge
1500853305.jpg| 4| Two children hugging on a bridge .
1500989694.jpg| 0| A dark-haired woman wearing a gray shirt with a creme shirt over it and jeans walking down the parking lot past a blue car .
1500989694.jpg| 1| A woman looks down in a steeply-angled asphalt parking lot next to a blue-roofed building .
1500989694.jpg| 2| a woman in a white sweater crossing the street .
1500989694.jpg| 3| Woman standing in a parking lot by vehicles .
1500989694.jpg| 4| A girl walks downhill past some parked cars .
1501297480.jpg| 0| A shirtless child in blue shorts holding up a window screen that has fallen out .
1501297480.jpg| 1| Young boy wearing denim shorts holding a window screen .
1501297480.jpg| 2| A child wearing shorts is moving a window screen .
1501297480.jpg| 3| little boy in blue shorts holding a window screen
1501297480.jpg| 4| A boy tries to put a screen on a window .
1501398164.jpg| 0| A black man is posing for a photo with two other people , showing just their hands , points guns at him .
1501398164.jpg| 1| A man with a white t-shirt and a white shirt with black stripes has two guns pointed at his face .
1501398164.jpg| 2| A black male wearing a white shirt with a striped shirt over top is playing with guns .
1501398164.jpg| 3| A young black man with two guns pointed at his head .
1501398164.jpg| 4| two men pointing guns at another man .
1501438486.jpg| 0| A football player in a red jersey is tackling a football player in a white jersey who is attempting to throw the ball .
1501438486.jpg| 1| A quarterback , in the statue of liberty position , is being held onto by an opposing player from behind .
1501438486.jpg| 2| One football player tackles his opponent as bystanders watch from the sidelines .
1501438486.jpg| 3| A football player attempting a pass while being tackled by another player .
1501438486.jpg| 4| Football players on a field , one player is being tackled by the other .
1501811302.jpg| 0| A black and white dog runs around a farm animal inside a fenced yard .
1501811302.jpg| 1| a black sheepdog is chasing a gray sheep around a pen .
1501811302.jpg| 2| A border collie rallies a lamb in a fenced in area .
1501811302.jpg| 3| The dog is chasing the goat around the yard .
1501811302.jpg| 4| A dog chases a sheep in an enclosure .
15019062.jpg| 0| A woman with a chain around her neck leans before a small girl playing a game of Jenga while others watch on .
15019062.jpg| 1| Man in straight jacket trying to get loose , standing in front of child with Jenga blocks .
15019062.jpg| 2| Person escapes straitjacket and chains while a child looks on .
15019062.jpg| 3| Man escaping a straitjacket while many people watch .
15019062.jpg| 4| A group gathers to watch a street performer .
1501985304.jpg| 0| A young curly brown headed boy is jumping into the arms of a woman in a pool .
1501985304.jpg| 1| The little boy is in the swimming pool with an adult woman .
1501985304.jpg| 2| A young boy jumps into the water as a woman holds his arms .
1501985304.jpg| 3| A small child gets into a pool with help from a woman .
1501985304.jpg| 4| A child swims with a woman .
1503230955.jpg| 0| People of different ages are looking at lighted machines of various bright colors in an indoor area .
1503230955.jpg| 1| a sparsely-populated arcade with many brightly lit games and a few people sprinkled around .
1503230955.jpg| 2| Several people , including a little girl playing games in a video arcade .
1503230955.jpg| 3| People inside of a building with arcade machines .
1503230955.jpg| 4| Several people gathered around arcade machines .
150387174.jpg| 0| A man wearing camouflage steers a motorcycle across some stones .
150387174.jpg| 1| A man is going between two red flag markers on a dirt bike .
150387174.jpg| 2| The man waeribng a helmet is riding a dirt bike over rocks .
150387174.jpg| 3| A man dressed in camouflage riding a motorbike
150387174.jpg| 4| A man is riding a dirt bike over some rocks .
1504104816.jpg| 0| A young man adjusts his clothing while others dive and swim in a lake .
1504104816.jpg| 1| A group of boys are swimming in a rural river .
1504104816.jpg| 2| Four young men enjoy a dip in the local lake .
1504104816.jpg| 3| Three friends enjoying the water .
1504104816.jpg| 4| Three men are playing in a lake .
150411291.jpg| 0| Two boys wearing red jackets are digging shovels into the dirt , the smaller boy in the yellow boots has a mohawk .
150411291.jpg| 1| A man in a red jacket and a child with a mohawk dig with shovels at a park near the beach .
150411291.jpg| 2| A boy and his younger brother playing together at the playground .
150411291.jpg| 3| Two people dig with shovels at a playground by the ocean .
150411291.jpg| 4| Two children playing in the sand .
150521539.jpg| 0| A family of two woman and a young child sits on the grass in a park in front of three young girls .
150521539.jpg| 1| A group of adults and children relax on the grass in a park .
150521539.jpg| 2| A family sits in the grass in a park in India .
150521539.jpg| 3| A family is sitting in a park on the grass .
150521539.jpg| 4| Families are gathered in a park .
1505686764.jpg| 0| a man in red shorts is walking along rocks by a river carrying a stick .
1505686764.jpg| 1| A man is walking on rocks with water flowing around them .
1505686764.jpg| 2| A shirtless man standing on the edge of a stream .
1505686764.jpg| 3| A man in red shorts standing on rocks by a stream
1505686764.jpg| 4| The hiker nears a creek .
150575729.jpg| 0| A large group of youths in similar red and white outfits play musical instruments in a stadium .
150575729.jpg| 1| Musicians dressed in red and white shirts and khaki pants , performing at a sports arena .
150575729.jpg| 2| A pep band in red and white uniform is playing while seated in a stadium .
150575729.jpg| 3| A band wearing red and white shirts playing their instruments at a game .
150575729.jpg| 4| A band sitting in front of a game score board .
150582765.jpg| 0| A girl wearing a pink hoodie looks through her camera .
150582765.jpg| 1| Woman with red curly hair taking pictures outside .
150582765.jpg| 2| A young woman in a pink hoodie takes a picture .
150582765.jpg| 3| A woman takes a picture during the day .
150582765.jpg| 4| A woman in pink taking a picture .
150598969.jpg| 0| A woman with blond-hair and a cowboy hat , is holding the American Flag while riding a brown horse in an arena .
150598969.jpg| 1| A woman riding a horse in a dirt arena , carrying an American flag .
150598969.jpg| 2| A woman on horseback at a rodeo holds the American flag .
150598969.jpg| 3| A woman rides a horse carrying an American flag .
150598969.jpg| 4| rodeo contestant on horse flying american flag
150650816.jpg| 0| A young girl holds a younger boy , possibly her brother , surrounded by adults , in a public place .
150650816.jpg| 1| Young girl in a blue jacket holding young boy in an orange shirt .
150650816.jpg| 2| A child holds another child while on the ground .
150650816.jpg| 3| A little girl is showing her brother affection .
150650816.jpg| 4| A child with blond-hair and blue eyes .
1506768047.jpg| 0| Three young girls dressed in white dresses run towards a fountain .
1506768047.jpg| 1| Three girls in white dresses run toward a fountain in a park .
1506768047.jpg| 2| Three young girls in white dresses run towards a fountain .
1506768047.jpg| 3| Three girls in white dresses running towards a fountain .
1506768047.jpg| 4| Three young girls in white dresses run in a park .
1506789462.jpg| 0| An adult and a child walking on the sidewalk next to a large building with graffiti .
1506789462.jpg| 1| An adult and a child walking past a tree in front of a vandalized building .
1506789462.jpg| 2| A woman and a child are walking past a tree and a building .
1506789462.jpg| 3| A woman and a child walking by a vandalized building .
1506789462.jpg| 4| A woman and child walking by a building .
150710406.jpg| 0| A young girl and a dog standing in a river next to a fallen tree , both looking in the same direction .
150710406.jpg| 1| A young girl and a dog next to her are looking at something in a stream .
150710406.jpg| 2| A little small girl playing in a river with a dog .
150710406.jpg| 3| A little girl and a dog play near a stream .
150710406.jpg| 4| A little girl and a dog playing in a creek .
150712506.jpg| 0| A young girl sits on the edge of a stream in pink polka dot pants with no shirt .
150712506.jpg| 1| a young child throwing stones into a shallow stream .
150712506.jpg| 2| A little girl sitting in front of some lake water .
150712506.jpg| 3| A little child skipping rocks in the water .
150712506.jpg| 4| A little girl throwing rocks into a stream .
150725531.jpg| 0| A young girl in pink pants with white polka dots is studying something in her hand as she sits in a lush forest .
150725531.jpg| 1| A very young blond girl wearing pink pants with white polka dots is sitting on a wooded trail in a forest .
150725531.jpg| 2| A small child is sitting in a wooded area surrounded by green plants and leaves .
150725531.jpg| 3| A little blond girl sits on a trail to examine something more closely .
150725531.jpg| 4| A young girl is exploring the woods .
1507563902.jpg| 0| A girl is doing a trick on a blue trampoline and is in the air .
1507563902.jpg| 1| A person is upside down in the air above a trampoline outside .
1507563902.jpg| 2| a child is doing a back flip whilst jumping on a trampoline .
1507563902.jpg| 3| Someone is flipping on a blue trampoline .
1507563902.jpg| 4| An upside-down child above a trampoline .
1508269285.jpg| 0| A brown and white spotted dog in a green collar is in the water and looking at something .
1508269285.jpg| 1| A brown and white dog is standing in the river by the bank .
1508269285.jpg| 2| A dog with brown spots , standing at the shore of a lake .
1508269285.jpg| 3| The dog stands in the water next to the grass .
1508269285.jpg| 4| Black and white dog wades in water .
15085612.jpg| 0| A man wearing a blue shirt screaming or yelling with his arms raised up in the air .
15085612.jpg| 1| Will Ferrell yelling with his arms up and his eyes closed .
15085612.jpg| 2| A man in a blue long-sleeved jacket crying out of fear .
15085612.jpg| 3| A man being airlifted to safety after being in danger .
15085612.jpg| 4| A man in a blue jacket screaming .
1508599000.jpg| 0| A man sitting down eating , and a woman with a black shirt walking outside with shopping bags .
1508599000.jpg| 1| A couple of people in white sit in a subway car going through a bright orange station .
1508599000.jpg| 2| The woman is walking next to a subway with shopping bags in hand .
1508599000.jpg| 3| A woman with shopping bags is walking by a subway .
1508599000.jpg| 4| a woman is walking beside a subway .
1509274237.jpg| 0| A woman in a long white dress and white boots is walking along a stone structure with white stone columns .
1509274237.jpg| 1| A woman with a blue purse and short white boots is walking outdoors near some columns .
1509274237.jpg| 2| A woman in a white , striped dress and white boots , walking along a marble platform .
1509274237.jpg| 3| A woman walks on a sidewalk wearing a white dress with a blue plaid pattern .
1509274237.jpg| 4| A girl in a plaid dress is walking on a sidewalk next to a stone building .
1509338579.jpg| 0| Several people in a semicircle are holding folders and singing in a wooded area with many people in the background .
1509338579.jpg| 1| A line of costumed figures hold opened books on the grounds where a Renaissance Fair is being held .
1509338579.jpg| 2| A group of people singing with books in their hands .
1509338579.jpg| 3| A group in costume sings at a renaissance fair .
1509338579.jpg| 4| A gypsy chorus of men and women .
1509437339.jpg| 0| Two middle-aged women perform on a stage , one playing keyboards , the other singing .
1509437339.jpg| 1| A woman holding a microphone and another woman playing the piano .
1509437339.jpg| 2| Two women are playing keyboards under a lit tent at night .
1509437339.jpg| 3| Two female musicians are on outdoor stage at night .
1509437339.jpg| 4| One woman singing and one woman playing keyboard .
1509542787.jpg| 0| A view of a walkable road close to nighttime , with several people 's silhouettes on it .
1509542787.jpg| 1| A group of soldiers in silhouette against an urban skyline .
1509542787.jpg| 2| People with bags and cameras walking on road .
1509542787.jpg| 3| People on a concrete area taking pictures .
1509542787.jpg| 4| Tourist take pictures on a road .
1509786421.jpg| 0| The man in the blue shirt is looking in the direction to which the little boy is pointing .
1509786421.jpg| 1| A little boy smiles and points while a man looks in the direction of the child 's gaze .
1509786421.jpg| 2| A boy smiles at points at something ; a man looks to the side .
1509786421.jpg| 3| A boy points at something while a man looks .
1509786421.jpg| 4| A boy points .
1510078253.jpg| 0| Brown dog trying to bite a white ball with yellow , green and blue puppy toes
1510078253.jpg| 1| A dog with fangs revealed is about to bite a ball with paw prints on it .
1510078253.jpg| 2| A intense looking dog is about to grab a ball in mid bounce .
1510078253.jpg| 3| The brown dog is about to bite a paw printed ball .
1510078253.jpg| 4| A dog trying to catch a ball .
151011164.jpg| 0| Men wearing black shirts are breakdancing with onlookers .
151011164.jpg| 1| Two men in black shirts each standing on one arm .
151011164.jpg| 2| Two men in black shirts do handstands on a stage .
151011164.jpg| 3| Couple watch upside down breakdancing boys .
151011164.jpg| 4| People watching a man breakdance .
151021636.jpg| 0| Three chefs in uniform are working in an assembly line to prepare pastries .
151021636.jpg| 1| Three cooks in tall white hats are sorting food into bins .
151021636.jpg| 2| Food prepares are serving their customers with pride .
151021636.jpg| 3| Three chefs in white uniforms preparing food .
151021636.jpg| 4| Pastry chefs are lined up sorting pastries .
1510447859.jpg| 0| A man in a red shirt with decorative fringe playing a banjo outdoors with a young girl in a red shirt is next to him beating a drum with her hand .
1510447859.jpg| 1| A man dressed in red and white plays a banjo while others look on .
1510447859.jpg| 2| A man wearing red is playing a banjo in the street .
1510447859.jpg| 3| A man with a red fringed shirt is playing a banjo .
1510447859.jpg| 4| A man wearing a red shirt is playing the banjo
1510669311.jpg| 0| A group of girls are posing together with males nearby .
1510669311.jpg| 1| Five women holding drinks are smiling into the camera .
1510669311.jpg| 2| A group of smiling young women posing together .
1510669311.jpg| 3| A group of partying girls gather for a picture .
1510669311.jpg| 4| Five smiling young ladies at a party .
1510926782.jpg| 0| A woman holding a flower stands in front of a marketplace tableau of vibrant green produce , including , lettuce of various types , cactus , radishes , and various herbs .
1510926782.jpg| 1| A woman with dark hair holds a vegetable as she stands in front of a table full of vegetables .
1510926782.jpg| 2| There are lots of colorful foods that this women seems to be selling .
1510926782.jpg| 3| Woman stands at a table full of vegetable produce .
1510926782.jpg| 4| A myriad array of produce out on display .
151155158.jpg| 0| Among a crowd on a street , a woman holding a coconut drink dances near a man in a tan jacket .
151155158.jpg| 1| A young couple and many others out enjoying themselves at an outdoor street event .
151155158.jpg| 2| A guy and a girl holding a drink are dancing in the street .
151155158.jpg| 3| A man and a woman are dancing in the street .
151155158.jpg| 4| Citizens participating in a local event .
151177193.jpg| 0| A man is holding a utensil and is getting ready to dig into a plate filled with food .
151177193.jpg| 1| A man has a serving spoon in his hand and is looking at a large dish of food .
151177193.jpg| 2| A man is holding a big spoon and looking at a very large platter of food .
151177193.jpg| 3| A man eats from a large serving dish of yellow food .
151177193.jpg| 4| A young man dishing up food from a large pan .
1511807116.jpg| 0| Two puppies are wrestling on green grass .
1511807116.jpg| 1| A black dog plays with another animal .
1511807116.jpg| 2| Two puppies wrestle with each other
1511807116.jpg| 3| Two dogs wrestle in the ground .
1511807116.jpg| 4| Two dogs wrestle in the grass .
151198526.jpg| 0| The 4 guys were rollerskating and blading a conga line in the outdoor staking rink with many other people on the sunny day .
151198526.jpg| 1| Four men are rollerskating in a line , with the last three holding onto the hips of the man ahead of them .
151198526.jpg| 2| Four men are rollerskating in a park , holding on to each others ' waists .
151198526.jpg| 3| A group of rollerskaters in a public venue form a skating conga line .
151198526.jpg| 4| Four guys at a rollerskating rink holding on to one another .
1512068441.jpg| 0| Young woman in a white shirt is talking to a person in a black hat , while a football game is shown on a flat screen TV in the background .
1512068441.jpg| 1| A group of people looks up at a TV screen showing a football game , while two women stand beneath the screen talking .
1512068441.jpg| 2| A young woman in a white shirt and glasses talks to a group of people .
1512068441.jpg| 3| Customers interacting and watching television in a bar .
1512068441.jpg| 4| A woman at a dark bar talking to people .
151215569.jpg| 0| A little girl in pink is holding up her pointer finger and pinkie finger in the air while holding her sunglasses in the other hand .
151215569.jpg| 1| A young blond girl in pink shirt and pigtails is sitting atop a man 's shoulders in a crowd .
151215569.jpg| 2| A girl in pink is on the shoulders of a mustached man .
151215569.jpg| 3| A blond girl with braids taking pictures in a crowd .
151215569.jpg| 4| A young girl is on the shoulders of a man .
1512770347.jpg| 0| A woman with a hammer watches as a man levels a picture of a tree being hung on the wall .
1512770347.jpg| 1| A man in a collared shirt putting a framed painting on a red wall .
1512770347.jpg| 2| An Asian man hanging a framed photograph while a woman watches .
1512770347.jpg| 3| Man hangs up picture of tree as woman looks on .
1512770347.jpg| 4| A man is hanging a picture of a tree .
1512967800.jpg| 0| A man and a boy face each other while another boy with a gun faces the other way .
1512967800.jpg| 1| Two children are playing and a man in a black pant is walking near children .
1512967800.jpg| 2| A boy examining a gun with another boy and a man in the background .
1512967800.jpg| 3| A man watching two children play out on the balcony .
1512967800.jpg| 4| Three people on a patio one with a gun .
1514957266.jpg| 0| A black dog runs on green grass with its mouth open .
1514957266.jpg| 1| The dog runs across the green lush grass .
1514957266.jpg| 2| A gray dog runs along the green grass .
1514957266.jpg| 3| A lean dog runs through green grass .
1514957266.jpg| 4| a dog runs across the grass .
1515025681.jpg| 0| Bald , older man with sunglasses and white shirt , blurry crowd around him .
1515025681.jpg| 1| A man in a white shirt and sunglasses gazes into the horizon .
1515025681.jpg| 2| An older man wearing sunglasses and a white t-shirt
1515025681.jpg| 3| An old man with sunglasses and a watch around kids
1515025681.jpg| 4| Bald man in sunglasses
1515883224.jpg| 0| A brunette woman in a blue shirt too small for her standing behind casually-dressed people .
1515883224.jpg| 1| A woman in a blue striped shirt with her hands on her hips in a crowd of people .
1515883224.jpg| 2| A woman wearing a shirt that has risen up from the waist of her jeans .
1515883224.jpg| 3| A woman in a blue shirt standing in a crowd of people .
1515883224.jpg| 4| A woman in a blue shirt in a crowd .
1516097777.jpg| 0| Three men have a conversation while sitting around an ornate table with microphones .
1516097777.jpg| 1| Three middle eastern men in business attire sit around a table .
1516097777.jpg| 2| Three men sitting around a table during a speaking engagement .
1516097777.jpg| 3| Several men on stage having a discussion .
1516097777.jpg| 4| three men talk into microphones
1516714577.jpg| 0| The girl is wearing a white shirt with pink skirt , and she is standing in front of a house .
1516714577.jpg| 1| The small girl in pigtails is wearing red socks , a red skirt and a white top .
1516714577.jpg| 2| Little girl stands in front of brick wall on cement block .
1516714577.jpg| 3| A little girl plays with a ribbon .
1516714577.jpg| 4| A girl in pink twirls a ribbon .
1516839584.jpg| 0| Two blond women serve themselves from a platter while sitting at a banquet table with glasses of red wine .
1516839584.jpg| 1| A blond woman offers a platter of food to another blond woman while sitting at a white table .
1516839584.jpg| 2| Two women dressed professionally and wearing name tags eating a meal at an event .
1516839584.jpg| 3| A woman with a blue shawl is holding a plate of food for another woman .
1516839584.jpg| 4| two women at a table eating .
1516994798.jpg| 0| A man with long hair , a mustache , and a beard is holding a guitar and sitting in front of a USA flag .
1516994798.jpg| 1| Long-haired bearded man playing the guitar in front of an American flag .
1516994798.jpg| 2| A man playing guitar with an american flag in the background .
1516994798.jpg| 3| A long-haired man plays his guitar with inspiration .
1516994798.jpg| 4| Man looking into the camera playing a guitar
1517036435.jpg| 0| A group of boys in blue and white standing at attention in front of a man in a hat .
1517036435.jpg| 1| An old man in army fatigues addresses a line of children standing at attention .
1517036435.jpg| 2| Boy’s camp drill Sergeant with boys standing at attention .
1517036435.jpg| 3| Children being directed by military men .
1517036435.jpg| 4| young kids been lecture by a veteran
1517340899.jpg| 0| A young blond girl with a pink shirt on jumps high into the air while kicking her foot out and sticking her tongue out .
1517340899.jpg| 1| The girl in a pink shirt jumps high over the grass .
1517340899.jpg| 2| The blond girl is jumping up in the air .
1517340899.jpg| 3| A girl jumping in the grass .
1517340899.jpg| 4| A girl jumps in the grass .
1517682494.jpg| 0| A woman holding a pink balloon and wearing a fuzzy pink tiara , and a man with his head tilted slightly forward and smiling with his mouth wide open are standing next to one another .
1517682494.jpg| 1| A man in a green shirt laughs next to a woman in a yellow sweater , holding a pink balloon and wearing a pink tiara .
1517682494.jpg| 2| A teen in a green shirt laughs , while a girl with a yellow sweater , and a pink , plastic tiara , holds a balloon .
1517682494.jpg| 3| A man laughs next to a woman wearing a pink hat , and holding a pink balloon .
1517682494.jpg| 4| A girl with a pink tiara and pink balloon and a guy laughing .
1517721825.jpg| 0| Three dogs run through the water near the rocks and make splashes .
1517721825.jpg| 1| Three dogs run through surf , near rocky outcrop .
1517721825.jpg| 2| A brown , black , and tan dog run in the ocean .
1517721825.jpg| 3| Three dogs running through water .
1517721825.jpg| 4| Three dogs run into the water .
1517807181.jpg| 0| Two children running in a field with a kite there is a fence in the background and mountains
1517807181.jpg| 1| Two young girls run across a field as they fly a kite in the cloud-covered sky .
1517807181.jpg| 2| Two children are playing with a kite out in wide open countryside .
1517807181.jpg| 3| Two children running in a field .
1517807181.jpg| 4| two young girls fly a kite .
151853042.jpg| 0| Person welding a large green pipe with welding equipment on .
151853042.jpg| 1| A person in a green shirt and jeans welds a large pipe .
151853042.jpg| 2| A worker making sure his machine is working correctly .
151853042.jpg| 3| Man welding large pipe section while wearing mask .
151853042.jpg| 4| A man wearing a welding mask working on a duct .
151853044.jpg| 0| A person with a green long-sleeved shirt and jeans welding a metal object .
151853044.jpg| 1| A man wearing a green jacket welding a large piece of metal .
151853044.jpg| 2| A man in a green shirt and blue jeans is welding .
151853044.jpg| 3| A technician welding metal on a canister .
151853044.jpg| 4| A man working with a welding tool .
151853983.jpg| 0| A person with gloves and a welding mask is welding metal in a factory .
151853983.jpg| 1| A man in a checkered welder 's helmet is working in a workshop .
151853983.jpg| 2| A worker with face protection is using a machine .
151853983.jpg| 3| A welder is welding on a pipe with sparks flying .
151853983.jpg| 4| A welder in a mask welding with sparks flying .
1518841737.jpg| 0| A young child with brown curly hair and brown eyes sits in a foldaway chair on the sidewalk .
1518841737.jpg| 1| A little boy with black curly hair sitting in a blue chair that is on the sidewalk .
1518841737.jpg| 2| A young boy is sitting in a blue chair .
1518841737.jpg| 3| A young boy smiling next to the ocean .
1518841737.jpg| 4| Young boy sitting in a lawn chair .
1519172943.jpg| 0| A man in a leather apron who appears to be a blacksmith holds up a glowing hot piece of iron which he is working on with the hammer in his right hand , the forge fire conspicuous in the background .
1519172943.jpg| 1| A man is holding a hammer in one hand and piece of hot iron .
1519172943.jpg| 2| Graying white man with glasses , uses blacksmith tools .
1519172943.jpg| 3| A silversmith working with hot metal .
1519172943.jpg| 4| a man sculpts a hot piece of metal .
1519576998.jpg| 0| The little boy is holding a cookie while sitting on a log and pointing upward .
1519576998.jpg| 1| A young boy in a red shirt points at something .
1519576998.jpg| 2| A young boy in a blue hat is pointing .
1519576998.jpg| 3| A toddler boy being cute and pointing .
1519576998.jpg| 4| A baby wearing a nice clothes
151970521.jpg| 0| Woman dressed in blue sitting on a bench with a cane next to her looking through her purse with a stretch limo behind her with a man and a woman walking in opposite directions from one another .
151970521.jpg| 1| A woman in blue looks in a black leather bag while sitting on a bench during a sunny afternoon while people and limousines passed behind her .
151970521.jpg| 2| An old woman is sitting on a bench , while behind her a limo pulls up and two people in white are walking by .
151970521.jpg| 3| Decorated limo passing by elderly woman waiting on park bench in Chinese street .
151970521.jpg| 4| A woman in a blue shirt is looking in her change purse .
152027605.jpg| 0| Four people are working on blue legal sized forms at a brown conference table .
152027605.jpg| 1| One man and woman looking overs paper and two men looking through ledger .
152027605.jpg| 2| Three men and one woman are sorting through stacks of light blue papers .
152027605.jpg| 3| four people sit at a desk reviewing several stacks of paperwork
152027605.jpg| 4| A group of 4 people are working with a lot of paper .
152029243.jpg| 0| The man is dirt bike riding is the stream and climbing the rocks on the bank of the water .
152029243.jpg| 1| A motorcycle rider navigating his bike over a stone obstacle .
152029243.jpg| 2| BMX biker in shallow stream with current performing a wheelie
152029243.jpg| 3| A man maneuvers a motorcycle through a rocky stream .
152029243.jpg| 4| A young man is in a stream with his dirt bike .
1521623639.jpg| 0| The man sits on a sofa under the bridge and litter is all around him .
1521623639.jpg| 1| A man is sitting on a couch under an expressway ledge .
1521623639.jpg| 2| A homeless man sitting on a sofa under an overpass .
1521623639.jpg| 3| A man sits on a couch outside under an overpass .
1521623639.jpg| 4| Bum sitting on a couch next to a bridge .
1521979323.jpg| 0| Four men working together trying to get a banner of Luciano on top of a building .
1521979323.jpg| 1| Four people are standing in front of a foreign language billboard .
1521979323.jpg| 2| A group of people stare at a building .
1521979323.jpg| 3| Men supervise the lifting of a sign .
1521979323.jpg| 4| four men looking at a large sign .
1522291943.jpg| 0| Three men are working on scaffolding on the side of a building .
1522291943.jpg| 1| Three construction workers are working on a scaffolding .
1522291943.jpg| 2| Construction workers work on an unfinished building .
1522291943.jpg| 3| Three men on a scaffold erected outside a building .
1522291943.jpg| 4| Two construction workers standing on scaffolding .
1522787272.jpg| 0| A golden retriever has on a collar and a harness and has a muddy lower body .
1522787272.jpg| 1| A dog with mud stuck on his underside is running on grass .
1522787272.jpg| 2| A white dog that is muddy walks across the green grass .
1522787272.jpg| 3| A muddy dog prances through the grass .
1522787272.jpg| 4| A muddy golden dog running in grass
1523800748.jpg| 0| Two little kids are running through the sand to get to the ocean .
1523800748.jpg| 1| Two young children running along a sandy beach .
1523800748.jpg| 2| Two children run in the sand , along the shore .
1523800748.jpg| 3| Boy and girl running along the beach .
1523800748.jpg| 4| Two children run towards the lagoon .
1523984678.jpg| 0| Small black and white dog wearing a red harness is running around with a ball in its mouth .
1523984678.jpg| 1| The dog wearing the red collar is running across the grass with a ball in its mouth .
1523984678.jpg| 2| a small black and white dog running through the grass with a tennis ball in his mouth
1523984678.jpg| 3| A dog is running with a yellow tennis ball and wearing a red harness .
1523984678.jpg| 4| Small dog with red harness fetching a ball .
152500619.jpg| 0| A young man wearing minimal clothing walks along the sidewalk amidst children and other people .
152500619.jpg| 1| A man wearing only underwear and tennis shoes walking down the street .
152500619.jpg| 2| Tanned man in a animal print Speedo walking down the street .
152500619.jpg| 3| A man is walking on the sidewalk in a Speedo .
152500619.jpg| 4| Gentlemen exercising on a city street .
1525153022.jpg| 0| A black dog is running through the shallow edge of a large body of water .
1525153022.jpg| 1| a black and tan dobbermen running through the ocean .
1525153022.jpg| 2| A black dog is running through the water .
1525153022.jpg| 3| A black dog jumps high out of the water .
1525153022.jpg| 4| The dog runs through the water .
1526181215.jpg| 0| A little dog with a redhead is jumping into the water .
1526181215.jpg| 1| A dog is jumping into the water .
1526181215.jpg| 2| A small dog leaps in the water .
1526181215.jpg| 3| Small dog jumping into water .
1526181215.jpg| 4| a dog jumps into the water .
1526260626.jpg| 0| With a line of trees behind him , a boy in a yellow jacket is shown jumping off a hay bale in different positions in his jump .
1526260626.jpg| 1| Three identical boy figures are playing in hay bales in a country setting .
1526260626.jpg| 2| 3 young blond kids in life preservers jump on hay bales .
1526260626.jpg| 3| Three young boys are jumping and playing in the hay .
1526260626.jpg| 4| Three children running and jumping on the ground .
1526325728.jpg| 0| Light brown dog running towards something at the beach .
1526325728.jpg| 1| The large gray colored dog is jumping on the beach .
1526325728.jpg| 2| A gray colored dog walks in wet sand at a beach .
1526325728.jpg| 3| The brown dog is standing on the sandy beach .
1526325728.jpg| 4| A gray dog plays in the sand at the ocean .
15269955.jpg| 0| A man in a black and white suit is juggling rings in the street while spectators are cheering him on .
15269955.jpg| 1| A man is holding metal rims one with each hand while talking to two people .
15269955.jpg| 2| A man in black and white outfit jugging large white rings .
15269955.jpg| 3| A man is standing in the road , smiling .
15269955.jpg| 4| A juggler bowing after a performance .
1527297882.jpg| 0| A person with drawn moustache and beard wearing a scarf and beads in his hair .
1527297882.jpg| 1| The long-haired man is dressed up as a pirate with a red bandanna .
